epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
483,390.097,0.4195,0.3814,0.82038,0.93394,0.95873,0.99243,0.91988,0.335,0.34255,0.79958,0.00952282,0.00952282,0.00952282
484,414.758,0.42611,0.38591,0.82194,0.92284,0.96592,0.99258,0.91447,0.34117,0.34215,0.79888,0.00952183,0.00952183,0.00952183
485,433.719,0.39665,0.36301,0.82003,0.92946,0.97813,0.99246,0.91847,0.32619,0.34099,0.79662,0.00952084,0.00952084,0.00952084
486,476.164,0.39555,0.3751,0.81311,0.91069,0.97318,0.99256,0.921,0.32386,0.34182,0.79717,0.00951985,0.00951985,0.00951985
487,506.471,0.38763,0.36832,0.80826,0.92493,0.95036,0.97708,0.89417,0.32933,0.3447,0.79901,0.00951886,0.00951886,0.00951886
488,549.886,0.40119,0.35455,0.81566,0.91218,0.95301,0.9772,0.89428,0.32482,0.34043,0.79642,0.00951787,0.00951787,0.00951787
489,577.347,0.41804,0.36521,0.81678,0.87518,0.9727,0.97503,0.89943,0.32353,0.33662,0.79541,0.00951688,0.00951688,0.00951688
490,607.133,0.41232,0.35599,0.81742,0.93207,0.9439,0.97503,0.90708,0.32019,0.33697,0.79452,0.00951589,0.00951589,0.00951589
491,637.747,0.40325,0.37064,0.81001,0.90245,0.95928,0.99259,0.9258,0.31359,0.33522,0.79201,0.0095149,0.0095149,0.0095149
492,668.923,0.39776,0.36045,0.81985,0.90891,0.95952,0.98601,0.91535,0.31734,0.33207,0.79236,0.00951391,0.00951391,0.00951391
493,706.187,0.41199,0.36141,0.81168,0.9312,0.95056,0.99268,0.92948,0.31044,0.331,0.79154,0.00951292,0.00951292,0.00951292
494,741.136,0.41873,0.38344,0.83122,0.91412,0.95288,0.99264,0.91926,0.31131,0.33697,0.79247,0.00951193,0.00951193,0.00951193
495,776.221,0.4219,0.38189,0.83583,0.93134,0.94284,0.99272,0.91809,0.31967,0.3397,0.79397,0.00951094,0.00951094,0.00951094
496,801.643,0.40593,0.37135,0.83277,0.93096,0.9582,0.99273,0.93128,0.31839,0.33688,0.79464,0.00950995,0.00950995,0.00950995
497,832.552,0.41154,0.34214,0.8171,0.92934,0.96545,0.99279,0.92792,0.33097,0.33125,0.79513,0.00950896,0.00950896,0.00950896
498,853.637,0.39567,0.37558,0.82517,0.90269,0.98025,0.99277,0.91743,0.31858,0.32967,0.7934,0.00950797,0.00950797,0.00950797
499,892.431,0.42496,0.37882,0.83366,0.88307,0.98194,0.99283,0.92318,0.32285,0.33283,0.79387,0.00950698,0.00950698,0.00950698
500,921.872,0.40829,0.36415,0.82129,0.86649,0.97914,0.99283,0.9125,0.31871,0.33468,0.79254,0.00950599,0.00950599,0.00950599
501,951.04,0.41078,0.37211,0.82127,0.90628,0.95446,0.99277,0.91269,0.31697,0.33435,0.79328,0.009505,0.009505,0.009505
502,974.931,0.39883,0.35454,0.82137,0.90339,0.9823,0.99254,0.91617,0.33241,0.33168,0.79738,0.00950401,0.00950401,0.00950401
503,998.479,0.41373,0.36586,0.81665,0.93908,0.96904,0.99248,0.91019,0.34044,0.33518,0.79789,0.00950302,0.00950302,0.00950302
504,1035.03,0.43013,0.36191,0.83118,0.91981,0.98131,0.99245,0.91331,0.32848,0.33505,0.79777,0.00950203,0.00950203,0.00950203
505,1064.12,0.42296,0.38292,0.82607,0.92096,0.97897,0.99249,0.91915,0.31727,0.33124,0.79628,0.00950104,0.00950104,0.00950104
506,1102.49,0.4244,0.37378,0.82384,0.93852,0.97228,0.99273,0.91523,0.31417,0.32942,0.79341,0.00950005,0.00950005,0.00950005
507,1125.12,0.40449,0.37321,0.82925,0.91567,0.95268,0.99283,0.91798,0.32155,0.32368,0.79085,0.00949906,0.00949906,0.00949906
508,1157.25,0.42028,0.35666,0.81656,0.90727,0.954,0.99272,0.91239,0.32663,0.33129,0.79154,0.00949807,0.00949807,0.00949807
509,1178.9,0.40934,0.37029,0.82006,0.89955,0.95518,0.99256,0.91916,0.3177,0.32294,0.79199,0.00949708,0.00949708,0.00949708
510,1199.49,0.40839,0.35396,0.82056,0.90844,0.96844,0.99246,0.91843,0.31082,0.32113,0.79009,0.00949609,0.00949609,0.00949609
511,1244.96,0.41244,0.38844,0.81565,0.94964,0.92872,0.99238,0.92159,0.313,0.32272,0.79213,0.0094951,0.0094951,0.0094951
512,1265.15,0.40291,0.36566,0.81879,0.951,0.93252,0.99249,0.91292,0.32763,0.32926,0.79651,0.00949411,0.00949411,0.00949411
513,1289.06,0.40071,0.35514,0.82521,0.92595,0.95082,0.99264,0.9171,0.31551,0.32056,0.79463,0.00949312,0.00949312,0.00949312
514,1327.63,0.42156,0.3573,0.82413,0.93819,0.93967,0.99283,0.92091,0.31091,0.31737,0.79395,0.00949213,0.00949213,0.00949213
515,1356.51,0.43137,0.376,0.8166,0.90557,0.96482,0.99283,0.91675,0.31935,0.32498,0.79847,0.00949114,0.00949114,0.00949114
516,1392.66,0.42371,0.34979,0.81452,0.94801,0.94166,0.99291,0.91671,0.32109,0.33192,0.79729,0.00949015,0.00949015,0.00949015
517,1427.23,0.3928,0.36132,0.82347,0.9306,0.94991,0.99301,0.91705,0.33184,0.3264,0.7968,0.00948916,0.00948916,0.00948916
518,1457.23,0.41378,0.37682,0.82222,0.92907,0.96117,0.99313,0.92184,0.32424,0.33568,0.79479,0.00948817,0.00948817,0.00948817
519,1479.67,0.41738,0.38984,0.82118,0.92424,0.96945,0.99333,0.9152,0.31977,0.33136,0.79317,0.00948718,0.00948718,0.00948718
520,1505.06,0.4103,0.38348,0.83007,0.87891,0.97943,0.99361,0.92407,0.31102,0.32663,0.79179,0.00948619,0.00948619,0.00948619
521,1533.07,0.40798,0.38664,0.82363,0.91822,0.93741,0.99294,0.9349,0.3077,0.32055,0.7924,0.0094852,0.0094852,0.0094852
522,1564.42,0.40876,0.37926,0.81579,0.90142,0.95267,0.99361,0.93318,0.31322,0.32502,0.79382,0.00948421,0.00948421,0.00948421
523,1588.36,0.42961,0.3753,0.82081,0.93749,0.92673,0.99341,0.93165,0.31651,0.32233,0.79726,0.00948322,0.00948322,0.00948322
522,28.3809,0.39061,0.38342,0.8179,0.94214,0.96393,0.99331,0.91428,0.31707,0.33748,0.79339,0.00948421,0.00948421,0.00948421
523,54.3916,0.38608,0.36771,0.81717,0.87993,0.9923,0.99291,0.9108,0.33459,0.34955,0.80016,0.00948322,0.00948322,0.00948322
524,85.4189,0.38987,0.37729,0.81943,0.90736,0.94369,0.98648,0.91044,0.33204,0.3315,0.80412,0.00948223,0.00948223,0.00948223
525,119.319,0.40626,0.36917,0.82234,0.87737,0.96832,0.9843,0.90783,0.32931,0.33075,0.80501,0.00948124,0.00948124,0.00948124
526,151.484,0.38745,0.3538,0.82297,0.93873,0.93828,0.98659,0.9157,0.32454,0.32053,0.80103,0.00948025,0.00948025,0.00948025
527,181.789,0.37758,0.34897,0.81338,0.94338,0.92709,0.98674,0.91625,0.32431,0.32718,0.79941,0.00947926,0.00947926,0.00947926
528,210.264,0.38422,0.36003,0.82232,0.89427,0.97064,0.98659,0.9142,0.32582,0.33061,0.80009,0.00947827,0.00947827,0.00947827
529,237.675,0.3782,0.35201,0.81859,0.89135,0.97932,0.99293,0.91216,0.33021,0.33352,0.80298,0.00947728,0.00947728,0.00947728
530,272.356,0.38254,0.35362,0.82772,0.89076,0.96922,0.99283,0.91313,0.32131,0.33525,0.79927,0.00947629,0.00947629,0.00947629
531,305.186,0.3805,0.34471,0.81907,0.91735,0.96837,0.99272,0.91539,0.31696,0.33177,0.79677,0.0094753,0.0094753,0.0094753
532,335.73,0.38402,0.37387,0.82645,0.85687,0.98913,0.98563,0.90379,0.32432,0.33542,0.79726,0.00947431,0.00947431,0.00947431
533,369.994,0.39198,0.35776,0.82085,0.91668,0.97545,0.98336,0.89436,0.32072,0.32478,0.79728,0.00947332,0.00947332,0.00947332
534,400.061,0.38349,0.35021,0.82178,0.91693,0.97999,0.98416,0.90097,0.31776,0.31779,0.79612,0.00947233,0.00947233,0.00947233
535,432.861,0.39326,0.35214,0.81666,0.90995,0.97972,0.98413,0.90853,0.31439,0.31524,0.79368,0.00947134,0.00947134,0.00947134
536,472.57,0.40124,0.36548,0.81775,0.93384,0.95353,0.98399,0.9019,0.3214,0.31664,0.79318,0.00947035,0.00947035,0.00947035
537,510.224,0.37878,0.34851,0.81831,0.93442,0.95272,0.98393,0.91671,0.31869,0.31726,0.79461,0.00946936,0.00946936,0.00946936
538,550.289,0.38303,0.35391,0.81368,0.92478,0.95229,0.98393,0.91493,0.31712,0.31506,0.7944,0.00946837,0.00946837,0.00946837
539,585.884,0.38255,0.34651,0.80671,0.92515,0.96655,0.9862,0.91529,0.31395,0.31578,0.7927,0.00946738,0.00946738,0.00946738
540,617.371,0.38727,0.33807,0.81165,0.91643,0.96765,0.9864,0.92238,0.30875,0.30832,0.79137,0.00946639,0.00946639,0.00946639
541,647.291,0.39818,0.34216,0.81186,0.92312,0.98057,0.98682,0.92028,0.30784,0.30879,0.79219,0.0094654,0.0094654,0.0094654
522,13.6141,0.39061,0.38342,0.8179,0.94214,0.96393,0.99331,0.91428,0.31707,0.33748,0.79339,0.00948421,0.00948421,0.00948421
523,27.0544,0.38608,0.36771,0.81717,0.87993,0.9923,0.99291,0.9108,0.33459,0.34955,0.80016,0.00948322,0.00948322,0.00948322
524,40.5502,0.38987,0.37729,0.81943,0.90736,0.94369,0.98648,0.91044,0.33204,0.3315,0.80412,0.00948223,0.00948223,0.00948223
525,54.5711,0.40626,0.36917,0.82234,0.87737,0.96832,0.9843,0.90783,0.32931,0.33075,0.80501,0.00948124,0.00948124,0.00948124
526,68.2136,0.38745,0.3538,0.82297,0.93873,0.93828,0.98659,0.9157,0.32454,0.32053,0.80103,0.00948025,0.00948025,0.00948025
527,82.1224,0.37758,0.34897,0.81338,0.94338,0.92709,0.98674,0.91625,0.32431,0.32718,0.79941,0.00947926,0.00947926,0.00947926
528,95.8456,0.38422,0.36003,0.82232,0.89427,0.97064,0.98659,0.9142,0.32582,0.33061,0.80009,0.00947827,0.00947827,0.00947827
529,108.927,0.3782,0.35201,0.81859,0.89135,0.97932,0.99293,0.91216,0.33021,0.33352,0.80298,0.00947728,0.00947728,0.00947728
530,122.316,0.38254,0.35362,0.82772,0.89076,0.96922,0.99283,0.91313,0.32131,0.33525,0.79927,0.00947629,0.00947629,0.00947629
531,136.299,0.3805,0.34471,0.81907,0.91735,0.96837,0.99272,0.91539,0.31696,0.33177,0.79677,0.0094753,0.0094753,0.0094753
532,149.501,0.38402,0.37387,0.82645,0.85687,0.98913,0.98563,0.90379,0.32432,0.33542,0.79726,0.00947431,0.00947431,0.00947431
533,163.364,0.39198,0.35776,0.82085,0.91668,0.97545,0.98336,0.89436,0.32072,0.32478,0.79728,0.00947332,0.00947332,0.00947332
534,176.655,0.38349,0.35021,0.82178,0.91693,0.97999,0.98416,0.90097,0.31776,0.31779,0.79612,0.00947233,0.00947233,0.00947233
535,190.361,0.39326,0.35214,0.81666,0.90995,0.97972,0.98413,0.90853,0.31439,0.31524,0.79368,0.00947134,0.00947134,0.00947134
536,204.724,0.40124,0.36548,0.81775,0.93384,0.95353,0.98399,0.9019,0.3214,0.31664,0.79318,0.00947035,0.00947035,0.00947035
537,217.997,0.37878,0.34851,0.81831,0.93442,0.95272,0.98393,0.91671,0.31869,0.31726,0.79461,0.00946936,0.00946936,0.00946936
538,231.553,0.38303,0.35391,0.81368,0.92478,0.95229,0.98393,0.91493,0.31712,0.31506,0.7944,0.00946837,0.00946837,0.00946837
539,244.8,0.38255,0.34651,0.80671,0.92515,0.96655,0.9862,0.91529,0.31395,0.31578,0.7927,0.00946738,0.00946738,0.00946738
540,258.213,0.38727,0.33807,0.81165,0.91643,0.96765,0.9864,0.92238,0.30875,0.30832,0.79137,0.00946639,0.00946639,0.00946639
541,271.638,0.39818,0.34216,0.81186,0.92312,0.98057,0.98682,0.92028,0.30784,0.30879,0.79219,0.0094654,0.0094654,0.0094654
542,303.004,0.38684,0.32727,0.81195,0.93151,0.97951,0.9865,0.91035,0.31146,0.30683,0.79297,0.00946441,0.00946441,0.00946441
543,332.034,0.38986,0.33823,0.8084,0.94254,0.97755,0.9928,0.92661,0.3043,0.31157,0.79177,0.00946342,0.00946342,0.00946342
544,360.183,0.35992,0.32921,0.8132,0.9155,0.98255,0.99303,0.92717,0.29936,0.30962,0.79136,0.00946243,0.00946243,0.00946243
545,387.469,0.3764,0.32778,0.80723,0.92082,0.98208,0.99296,0.92564,0.30441,0.3106,0.79048,0.00946144,0.00946144,0.00946144
546,414.953,0.39178,0.34364,0.82464,0.93681,0.96717,0.99303,0.92156,0.30049,0.30461,0.78939,0.00946045,0.00946045,0.00946045
547,445.191,0.38954,0.34477,0.82795,0.94956,0.94925,0.99301,0.92618,0.29799,0.30445,0.78862,0.00945946,0.00945946,0.00945946
548,474.839,0.36115,0.33697,0.81866,0.94386,0.96586,0.99283,0.92503,0.29445,0.31108,0.78966,0.00945847,0.00945847,0.00945847
549,503.469,0.37496,0.3378,0.80447,0.94292,0.96738,0.99279,0.9237,0.29153,0.30598,0.79063,0.00945748,0.00945748,0.00945748
550,531.778,0.38703,0.36002,0.81946,0.94902,0.96902,0.9926,0.91815,0.29824,0.30315,0.7922,0.00945649,0.00945649,0.00945649
551,558.158,0.38404,0.34581,0.82794,0.9535,0.94309,0.99289,0.92547,0.30079,0.30516,0.79229,0.0094555,0.0094555,0.0094555
552,585.341,0.38326,0.34378,0.81538,0.93247,0.97023,0.99271,0.92866,0.30299,0.30997,0.79075,0.00945451,0.00945451,0.00945451
553,614.258,0.39194,0.34399,0.81526,0.9245,0.97061,0.99261,0.92996,0.3106,0.30832,0.7937,0.00945352,0.00945352,0.00945352
554,647.795,0.37378,0.32912,0.81355,0.9381,0.96925,0.99262,0.92414,0.31973,0.31597,0.79673,0.00945253,0.00945253,0.00945253
555,682.062,0.38035,0.34351,0.81138,0.93111,0.9548,0.99264,0.91362,0.32153,0.31762,0.79757,0.00945154,0.00945154,0.00945154
556,715.632,0.3999,0.34435,0.82754,0.85644,0.99733,0.99273,0.92189,0.31661,0.31003,0.79597,0.00945055,0.00945055,0.00945055
557,746.093,0.38981,0.34967,0.81918,0.8634,0.984,0.99268,0.92047,0.31055,0.30769,0.79401,0.00944956,0.00944956,0.00944956
558,781.145,0.39597,0.34866,0.82077,0.93666,0.95084,0.99266,0.92647,0.29691,0.30292,0.79091,0.00944857,0.00944857,0.00944857
559,808.472,0.37252,0.34532,0.8237,0.94661,0.939,0.9926,0.9239,0.29772,0.2958,0.78879,0.00944758,0.00944758,0.00944758
560,840.278,0.40039,0.32967,0.81247,0.9274,0.9698,0.99248,0.91574,0.29729,0.29559,0.78855,0.00944659,0.00944659,0.00944659
561,866.259,0.38526,0.34819,0.81324,0.92079,0.96956,0.9925,0.92449,0.29627,0.29634,0.78983,0.0094456,0.0094456,0.0094456
562,893.72,0.3794,0.32302,0.81743,0.92299,0.95608,0.9924,0.92144,0.28977,0.29686,0.7885,0.00944461,0.00944461,0.00944461
563,925.447,0.39492,0.36135,0.81641,0.94111,0.92894,0.99204,0.92163,0.28188,0.2982,0.78605,0.00944362,0.00944362,0.00944362
564,954.18,0.3915,0.33698,0.81404,0.90369,0.95597,0.99208,0.93499,0.28191,0.29323,0.78575,0.00944263,0.00944263,0.00944263
565,976.71,0.37987,0.32615,0.81869,0.93974,0.94068,0.99226,0.92606,0.29723,0.29615,0.79013,0.00944164,0.00944164,0.00944164
566,1009.23,0.40108,0.3412,0.82088,0.95356,0.93514,0.99225,0.93374,0.28723,0.29228,0.7882,0.00944065,0.00944065,0.00944065
567,1037.77,0.39806,0.35739,0.80874,0.91854,0.95253,0.99264,0.93543,0.29917,0.30572,0.79024,0.00943966,0.00943966,0.00943966
568,1069.2,0.37982,0.33654,0.80641,0.93337,0.935,0.99268,0.92806,0.30722,0.3095,0.79243,0.00943867,0.00943867,0.00943867
569,1099.72,0.39881,0.34584,0.82549,0.88609,0.96538,0.99283,0.92386,0.31325,0.30477,0.79279,0.00943768,0.00943768,0.00943768
570,1133.25,0.40765,0.33449,0.8194,0.90991,0.96962,0.9862,0.92271,0.31121,0.30159,0.7947,0.00943669,0.00943669,0.00943669
571,1162.66,0.39846,0.3321,0.81476,0.93945,0.95461,0.98632,0.92047,0.30977,0.29781,0.79456,0.0094357,0.0094357,0.0094357
572,1191.99,0.39407,0.33262,0.82557,0.92769,0.96335,0.98609,0.93214,0.31093,0.29617,0.7945,0.00943471,0.00943471,0.00943471
573,1219.98,0.39937,0.34431,0.82151,0.94044,0.96376,0.98609,0.91816,0.30199,0.29671,0.79167,0.00943372,0.00943372,0.00943372
574,1249.39,0.39179,0.35378,0.8098,0.91307,0.98089,0.99272,0.92904,0.30789,0.30844,0.78995,0.00943273,0.00943273,0.00943273
575,1286.78,0.39854,0.36389,0.81308,0.89012,0.98141,0.99268,0.92946,0.30272,0.30727,0.79047,0.00943174,0.00943174,0.00943174
576,1319.72,0.40898,0.37891,0.8279,0.91595,0.96368,0.99301,0.93031,0.29532,0.30437,0.78677,0.00943075,0.00943075,0.00943075
577,1349.47,0.41618,0.38766,0.81946,0.91318,0.96291,0.98651,0.9317,0.28791,0.30986,0.78595,0.00942976,0.00942976,0.00942976
578,1380.5,0.39055,0.34645,0.81899,0.93855,0.94747,0.98357,0.92264,0.30185,0.32015,0.78966,0.00942877,0.00942877,0.00942877
579,1414.27,0.40672,0.3629,0.82226,0.91027,0.94761,0.98566,0.92001,0.29666,0.31015,0.78951,0.00942778,0.00942778,0.00942778
580,1452.9,0.39868,0.35489,0.82271,0.89995,0.94426,0.98554,0.92579,0.28753,0.31166,0.7882,0.00942679,0.00942679,0.00942679
581,1492.21,0.38425,0.37394,0.82574,0.84281,0.96977,0.99217,0.93001,0.301,0.32132,0.79074,0.0094258,0.0094258,0.0094258
582,1529.76,0.39895,0.36801,0.82633,0.85312,0.98243,0.98554,0.91714,0.31445,0.31018,0.79324,0.00942481,0.00942481,0.00942481
583,1567.37,0.39942,0.34656,0.82484,0.86894,0.97065,0.99206,0.91819,0.30942,0.30466,0.79193,0.00942382,0.00942382,0.00942382
584,1600.28,0.39779,0.34962,0.82813,0.93636,0.94556,0.9836,0.91616,0.30281,0.29902,0.79068,0.00942283,0.00942283,0.00942283
585,1633.99,0.39326,0.34653,0.82335,0.93074,0.94053,0.98351,0.91138,0.30587,0.29667,0.78988,0.00942184,0.00942184,0.00942184
586,1665.44,0.41191,0.37987,0.82842,0.93872,0.94585,0.98322,0.91807,0.31567,0.2976,0.79227,0.00942085,0.00942085,0.00942085
587,1697.71,0.40578,0.35603,0.82749,0.91585,0.95713,0.98351,0.91543,0.31563,0.2975,0.79238,0.00941986,0.00941986,0.00941986
588,1729.85,0.40571,0.37828,0.83181,0.88736,0.97026,0.98353,0.91541,0.3195,0.30433,0.7938,0.00941887,0.00941887,0.00941887
589,1766.09,0.38958,0.35116,0.8339,0.88389,0.96904,0.98374,0.92111,0.30412,0.30442,0.79263,0.00941788,0.00941788,0.00941788
590,1810.53,0.42683,0.37857,0.81986,0.94872,0.93318,0.98383,0.91805,0.30915,0.30689,0.79293,0.00941689,0.00941689,0.00941689
591,1866.53,0.43189,0.38092,0.83546,0.94431,0.9446,0.98211,0.91464,0.31702,0.31475,0.79395,0.0094159,0.0094159,0.0094159
592,1919.56,0.39467,0.34173,0.82555,0.93479,0.94416,0.98388,0.90858,0.30581,0.31289,0.79179,0.00941491,0.00941491,0.00941491
593,1964.96,0.42285,0.36989,0.82345,0.89073,0.97407,0.98376,0.8981,0.31868,0.3126,0.79425,0.00941392,0.00941392,0.00941392
594,2003.63,0.38612,0.3473,0.82549,0.9486,0.95041,0.98393,0.89957,0.31381,0.30434,0.79213,0.00941293,0.00941293,0.00941293
595,2039.74,0.40343,0.3601,0.83175,0.96366,0.94556,0.98392,0.91593,0.30537,0.30106,0.79154,0.00941194,0.00941194,0.00941194
596,2071.18,0.41726,0.37636,0.82027,0.92911,0.972,0.98442,0.92113,0.3002,0.29973,0.79099,0.00941095,0.00941095,0.00941095
568,19.8991,0.36855,0.35301,0.81488,0.9175,0.93899,0.99272,0.9011,0.30087,0.30407,0.791,0.00943867,0.00943867,0.00943867
569,41.4872,0.3869,0.34332,0.8184,0.89847,0.94091,0.99278,0.8881,0.32639,0.31392,0.79796,0.00943768,0.00943768,0.00943768
570,62.2143,0.37605,0.33976,0.81668,0.90439,0.9416,0.9929,0.89918,0.31765,0.30632,0.7952,0.00943669,0.00943669,0.00943669
571,83.843,0.39795,0.35005,0.82005,0.92971,0.92434,0.98481,0.89539,0.31307,0.30845,0.79365,0.0094357,0.0094357,0.0094357
572,108.493,0.37867,0.33505,0.81796,0.88684,0.95557,0.99335,0.91111,0.31555,0.30743,0.79338,0.00943471,0.00943471,0.00943471
573,127.732,0.36887,0.33991,0.81048,0.88419,0.95626,0.99318,0.90915,0.31647,0.3147,0.79236,0.00943372,0.00943372,0.00943372
574,150.977,0.38135,0.34585,0.81903,0.86405,0.98062,0.99315,0.92052,0.30255,0.30401,0.79144,0.00943273,0.00943273,0.00943273
575,169.481,0.37411,0.33425,0.81393,0.9188,0.93739,0.99315,0.92614,0.29193,0.30211,0.78826,0.00943174,0.00943174,0.00943174
576,188.866,0.3828,0.33982,0.82478,0.90829,0.94909,0.9862,0.9083,0.30482,0.30428,0.79089,0.00943075,0.00943075,0.00943075
577,216.213,0.36981,0.32446,0.81372,0.87407,0.95333,0.98595,0.90765,0.32387,0.31401,0.79636,0.00942976,0.00942976,0.00942976
578,238.95,0.3737,0.34511,0.82342,0.89658,0.94908,0.98593,0.9086,0.32451,0.31393,0.79705,0.00942877,0.00942877,0.00942877
579,254.323,0.37879,0.3391,0.81851,0.90261,0.94771,0.98601,0.91002,0.30962,0.30107,0.79698,0.00942778,0.00942778,0.00942778
580,275.645,0.38382,0.33805,0.8184,0.91601,0.95883,0.98411,0.9059,0.32055,0.29902,0.79484,0.00942679,0.00942679,0.00942679
581,295.428,0.37365,0.33587,0.81305,0.93552,0.95531,0.98602,0.91318,0.31907,0.29851,0.79341,0.0094258,0.0094258,0.0094258
582,313.847,0.38503,0.34207,0.816,0.9352,0.96552,0.99271,0.91432,0.31924,0.2997,0.7921,0.00942481,0.00942481,0.00942481
583,332.342,0.3641,0.32162,0.81473,0.93331,0.95647,0.98609,0.91245,0.31558,0.2976,0.79108,0.00942382,0.00942382,0.00942382
584,352.29,0.35374,0.31571,0.80899,0.93752,0.96702,0.98589,0.92025,0.30241,0.29377,0.78861,0.00942283,0.00942283,0.00942283
585,374.037,0.35809,0.32879,0.80218,0.92784,0.9813,0.98621,0.91596,0.30548,0.29516,0.78992,0.00942184,0.00942184,0.00942184
586,395.335,0.3784,0.33365,0.80703,0.9408,0.95884,0.98632,0.91472,0.30003,0.29365,0.78736,0.00942085,0.00942085,0.00942085
587,420.265,0.39859,0.33117,0.80955,0.93682,0.97217,0.9864,0.91726,0.32019,0.29641,0.78926,0.00941986,0.00941986,0.00941986
588,439.296,0.38626,0.32445,0.80926,0.9419,0.9725,0.99291,0.9276,0.3098,0.2903,0.78806,0.00941887,0.00941887,0.00941887
589,458.154,0.38897,0.33008,0.80386,0.92856,0.97503,0.99301,0.93722,0.29171,0.28216,0.78469,0.00941788,0.00941788,0.00941788
590,473.794,0.35427,0.32019,0.80736,0.93583,0.96596,0.99301,0.94178,0.28543,0.28029,0.7842,0.00941689,0.00941689,0.00941689
591,493.339,0.38009,0.3161,0.80411,0.93222,0.98069,0.99301,0.9314,0.30381,0.28395,0.78653,0.0094159,0.0094159,0.0094159
592,510.988,0.38644,0.32271,0.82156,0.94975,0.96544,0.99301,0.93151,0.29936,0.28593,0.78554,0.00941491,0.00941491,0.00941491
593,535.164,0.38899,0.32602,0.82593,0.94049,0.96102,0.99301,0.93261,0.28667,0.28665,0.78305,0.00941392,0.00941392,0.00941392
594,555.756,0.36582,0.31464,0.81614,0.94554,0.95565,0.9926,0.92173,0.31977,0.30065,0.79099,0.00941293,0.00941293,0.00941293
595,572.017,0.37441,0.30364,0.80795,0.92593,0.96309,0.99254,0.9223,0.30685,0.29949,0.78595,0.00941194,0.00941194,0.00941194
596,593.349,0.36839,0.33006,0.81716,0.92209,0.9791,0.99277,0.92929,0.29644,0.29231,0.78458,0.00941095,0.00941095,0.00941095
597,611.575,0.38317,0.32539,0.82257,0.94908,0.95271,0.99301,0.93308,0.28018,0.29059,0.78423,0.00940996,0.00940996,0.00940996
598,628.569,0.3872,0.32138,0.81559,0.93949,0.96704,0.99295,0.92691,0.29488,0.29304,0.78612,0.00940897,0.00940897,0.00940897
599,645.357,0.38948,0.33349,0.812,0.94928,0.98145,0.99301,0.93016,0.31564,0.29769,0.79011,0.00940798,0.00940798,0.00940798
600,660.675,0.3542,0.30855,0.80703,0.95223,0.98233,0.99302,0.93347,0.3025,0.29609,0.78752,0.00940699,0.00940699,0.00940699
601,677.691,0.3694,0.3317,0.80835,0.93604,0.99459,0.99279,0.93518,0.31073,0.30403,0.79031,0.009406,0.009406,0.009406
602,699.78,0.3854,0.34002,0.82304,0.92461,0.98098,0.99271,0.9303,0.30975,0.30489,0.79124,0.00940501,0.00940501,0.00940501
603,720.021,0.37402,0.34465,0.81457,0.9251,0.98358,0.99265,0.93498,0.29745,0.29628,0.78925,0.00940402,0.00940402,0.00940402
604,738.835,0.39214,0.37379,0.81612,0.94385,0.95192,0.99239,0.92575,0.30261,0.3044,0.79125,0.00940303,0.00940303,0.00940303
605,758.389,0.36844,0.34058,0.81887,0.94266,0.94906,0.99244,0.92686,0.30838,0.30326,0.79398,0.00940204,0.00940204,0.00940204
606,782.436,0.37716,0.32012,0.81095,0.90643,0.98108,0.9926,0.92586,0.31137,0.29989,0.79329,0.00940105,0.00940105,0.00940105
607,807.497,0.36258,0.32827,0.81132,0.9332,0.96834,0.99275,0.93456,0.31246,0.3032,0.79466,0.00940006,0.00940006,0.00940006
608,824.416,0.3837,0.3129,0.81608,0.94098,0.98017,0.99303,0.93514,0.30183,0.30178,0.79233,0.00939907,0.00939907,0.00939907
609,842.864,0.36968,0.33521,0.80974,0.95746,0.9788,0.99313,0.93287,0.30344,0.29831,0.79074,0.00939808,0.00939808,0.00939808
610,858.865,0.36184,0.32059,0.80804,0.91896,0.99728,0.99313,0.93249,0.30349,0.30054,0.78892,0.00939709,0.00939709,0.00939709
611,875.946,0.35746,0.31349,0.81286,0.92621,0.99728,0.99313,0.93045,0.32051,0.3015,0.79132,0.0093961,0.0093961,0.0093961
612,901.468,0.38273,0.32286,0.81602,0.91081,0.98393,0.99327,0.93182,0.31747,0.29524,0.79072,0.00939511,0.00939511,0.00939511
613,922.149,0.39372,0.33842,0.80748,0.93321,0.96922,0.99315,0.93342,0.30744,0.29232,0.78868,0.00939412,0.00939412,0.00939412
614,943.004,0.3733,0.32908,0.80312,0.90341,0.99728,0.99296,0.92662,0.2981,0.29244,0.78787,0.00939313,0.00939313,0.00939313
615,959.417,0.36413,0.33412,0.81782,0.91244,0.99728,0.99277,0.92756,0.29477,0.28396,0.78607,0.00939214,0.00939214,0.00939214
616,977.101,0.36974,0.33297,0.81448,0.92826,0.99368,0.99296,0.93004,0.28922,0.28452,0.78586,0.00939115,0.00939115,0.00939115
617,999.664,0.37696,0.33164,0.81191,0.92725,0.99088,0.99296,0.93013,0.28707,0.28196,0.78498,0.00939016,0.00939016,0.00939016
618,1019.45,0.37245,0.32998,0.82245,0.92248,0.99185,0.99283,0.93506,0.28624,0.28127,0.78596,0.00938917,0.00938917,0.00938917
