epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
404,489.518,0.44594,0.41314,0.84308,0.92033,0.90853,0.99068,0.90293,0.34221,0.34321,0.78839,0.00960103,0.00960103,0.00960103
405,535.701,0.41989,0.37746,0.82813,0.9362,0.91613,0.99187,0.90225,0.33912,0.33123,0.7879,0.00960004,0.00960004,0.00960004
406,592.633,0.41798,0.37313,0.84527,0.91627,0.91956,0.9908,0.90213,0.33428,0.32235,0.7895,0.00959905,0.00959905,0.00959905
407,631.908,0.44662,0.40441,0.83366,0.8973,0.95391,0.98146,0.89629,0.34077,0.32792,0.79003,0.00959806,0.00959806,0.00959806
408,665.047,0.4076,0.35662,0.82823,0.87764,0.94479,0.99074,0.90042,0.34009,0.32031,0.79066,0.00959707,0.00959707,0.00959707
409,720.219,0.424,0.37472,0.82286,0.88737,0.93372,0.99074,0.9006,0.3452,0.32226,0.79189,0.00959608,0.00959608,0.00959608
410,765.012,0.41212,0.38097,0.82806,0.87229,0.93495,0.9815,0.89048,0.33999,0.32752,0.78877,0.00959509,0.00959509,0.00959509
411,810.794,0.43266,0.37631,0.83159,0.81374,0.97496,0.97692,0.8882,0.34108,0.3199,0.79004,0.0095941,0.0095941,0.0095941
412,857.409,0.42275,0.37674,0.82956,0.87415,0.94861,0.97715,0.88434,0.35397,0.32263,0.79396,0.00959311,0.00959311,0.00959311
413,891.436,0.41963,0.37826,0.8252,0.86875,0.96611,0.9826,0.89601,0.35224,0.31626,0.79583,0.00959212,0.00959212,0.00959212
414,924.052,0.4207,0.37876,0.83287,0.85462,0.97224,0.98168,0.89946,0.34463,0.31323,0.79158,0.00959113,0.00959113,0.00959113
415,964.399,0.42259,0.39178,0.83359,0.83694,0.9572,0.98767,0.90596,0.33972,0.31553,0.79229,0.00959014,0.00959014,0.00959014
416,1029.58,0.42304,0.38421,0.79914,0.87282,0.93844,0.98676,0.89373,0.35037,0.32725,0.7944,0.00958915,0.00958915,0.00958915
417,1068.4,0.42577,0.37757,0.84173,0.82464,0.95745,0.99099,0.90486,0.34301,0.31947,0.79544,0.00958816,0.00958816,0.00958816
418,1100.38,0.41408,0.36925,0.8364,0.8971,0.90947,0.98015,0.89204,0.36013,0.32327,0.7972,0.00958717,0.00958717,0.00958717
419,1131.21,0.41734,0.3696,0.8358,0.90262,0.90467,0.97526,0.89524,0.33273,0.3197,0.79104,0.00958618,0.00958618,0.00958618
420,1162.61,0.42035,0.36451,0.82299,0.93004,0.8642,0.9753,0.89675,0.32604,0.31565,0.78954,0.00958519,0.00958519,0.00958519
421,1226.31,0.43761,0.38491,0.8316,0.90998,0.90036,0.99113,0.90797,0.33412,0.31604,0.78992,0.0095842,0.0095842,0.0095842
422,1285.04,0.43916,0.38043,0.83099,0.8856,0.9179,0.99078,0.91151,0.35668,0.31947,0.79452,0.00958321,0.00958321,0.00958321
423,1350.57,0.43829,0.36059,0.83802,0.79794,0.95751,0.99076,0.90705,0.34477,0.31206,0.79291,0.00958222,0.00958222,0.00958222
424,1393.21,0.4347,0.36526,0.82511,0.86584,0.9483,0.9861,0.90726,0.33176,0.31011,0.7891,0.00958123,0.00958123,0.00958123
425,1440.55,0.43503,0.36794,0.83484,0.90888,0.93579,0.98625,0.91233,0.3326,0.31316,0.78915,0.00958024,0.00958024,0.00958024
426,1501.25,0.44303,0.35388,0.82763,0.92959,0.9346,0.98145,0.89675,0.33146,0.3116,0.78766,0.00957925,0.00957925,0.00957925
427,1540.18,0.42467,0.36797,0.8273,0.92475,0.91583,0.9864,0.89731,0.33461,0.31166,0.78723,0.00957826,0.00957826,0.00957826
428,1577.27,0.41812,0.36179,0.82763,0.89101,0.94828,0.98526,0.89647,0.33633,0.317,0.79029,0.00957727,0.00957727,0.00957727
429,1638.88,0.4341,0.37279,0.82876,0.89741,0.93632,0.99064,0.90061,0.33551,0.31428,0.78895,0.00957628,0.00957628,0.00957628
430,1700.6,0.43334,0.36993,0.83054,0.8516,0.94402,0.98115,0.89701,0.32764,0.31394,0.78981,0.00957529,0.00957529,0.00957529
431,1737.06,0.44724,0.36944,0.8392,0.87636,0.93475,0.98189,0.89938,0.32011,0.30389,0.78675,0.0095743,0.0095743,0.0095743
432,1784.99,0.42796,0.3557,0.81832,0.87556,0.94249,0.98496,0.90838,0.32069,0.30539,0.78693,0.00957331,0.00957331,0.00957331
433,1818.83,0.42897,0.35758,0.82673,0.87069,0.93947,0.98023,0.89925,0.31894,0.30328,0.78537,0.00957232,0.00957232,0.00957232
434,1863.27,0.43312,0.37272,0.83638,0.91301,0.90622,0.97839,0.90406,0.31747,0.30409,0.78544,0.00957133,0.00957133,0.00957133
435,1910.61,0.42981,0.35254,0.82888,0.84713,0.93816,0.98622,0.90651,0.33505,0.30963,0.78774,0.00957034,0.00957034,0.00957034
436,1975.15,0.4272,0.34273,0.82404,0.83579,0.9652,0.99082,0.91648,0.32443,0.30728,0.78453,0.00956935,0.00956935,0.00956935
437,2010.76,0.42331,0.37151,0.84271,0.85952,0.9365,0.99084,0.9183,0.32115,0.3049,0.78463,0.00956836,0.00956836,0.00956836
438,2060.91,0.41449,0.36714,0.82541,0.9148,0.9188,0.99125,0.91633,0.32198,0.30666,0.78419,0.00956737,0.00956737,0.00956737
439,2095.02,0.42171,0.35582,0.83407,0.90076,0.92956,0.99118,0.91581,0.31857,0.30305,0.7831,0.00956638,0.00956638,0.00956638
440,2149.15,0.42142,0.36286,0.82903,0.92227,0.92666,0.99136,0.91178,0.32937,0.30834,0.78599,0.00956539,0.00956539,0.00956539
441,2181.13,0.44526,0.38166,0.8438,0.88244,0.94586,0.99101,0.90928,0.3276,0.30792,0.78675,0.0095644,0.0095644,0.0095644
442,2211.96,0.41106,0.37292,0.82684,0.89219,0.94366,0.98103,0.91387,0.31322,0.30375,0.78613,0.00956341,0.00956341,0.00956341
443,2246.31,0.4119,0.36912,0.82958,0.92367,0.91457,0.97648,0.90613,0.3257,0.30331,0.7876,0.00956242,0.00956242,0.00956242
444,2296.83,0.40379,0.35895,0.83006,0.86631,0.96384,0.98665,0.90218,0.34312,0.31207,0.79146,0.00956143,0.00956143,0.00956143
445,2377.06,0.42345,0.35686,0.83103,0.84024,0.96469,0.98648,0.89861,0.34421,0.30978,0.79075,0.00956044,0.00956044,0.00956044
446,2424.98,0.40896,0.35685,0.8239,0.92661,0.9285,0.97754,0.89794,0.33242,0.3036,0.78899,0.00955945,0.00955945,0.00955945
447,2471.07,0.42708,0.3605,0.82932,0.89709,0.92883,0.97723,0.89845,0.32715,0.30472,0.78798,0.00955846,0.00955846,0.00955846
448,2542.69,0.41877,0.36212,0.82323,0.92146,0.91429,0.9834,0.89438,0.34728,0.31432,0.79128,0.00955747,0.00955747,0.00955747
449,2595.17,0.43652,0.35772,0.84181,0.86623,0.95756,0.98202,0.8976,0.33596,0.31344,0.78982,0.00955648,0.00955648,0.00955648
438,43.9404,0.4022,0.35765,0.82149,0.8854,0.93318,0.99075,0.90782,0.3386,0.31495,0.7884,0.00956737,0.00956737,0.00956737
439,98.6445,0.41345,0.35624,0.83143,0.90848,0.93091,0.9846,0.89349,0.34808,0.31097,0.79051,0.00956638,0.00956638,0.00956638
440,156.534,0.42119,0.34659,0.82838,0.89306,0.94497,0.98472,0.87184,0.33763,0.30352,0.78707,0.00956539,0.00956539,0.00956539
441,207.227,0.42317,0.36204,0.8261,0.85294,0.98091,0.98638,0.88585,0.33384,0.29979,0.78617,0.0095644,0.0095644,0.0095644
442,242.374,0.43441,0.35878,0.82049,0.92612,0.93533,0.98465,0.88718,0.34723,0.30436,0.79085,0.00956341,0.00956341,0.00956341
443,287.954,0.42577,0.34133,0.82443,0.8932,0.96286,0.98611,0.89857,0.33986,0.30523,0.78996,0.00956242,0.00956242,0.00956242
444,329.546,0.42033,0.3527,0.81906,0.85087,0.96138,0.98604,0.90433,0.33459,0.30539,0.78837,0.00956143,0.00956143,0.00956143
445,363.762,0.41784,0.35699,0.82488,0.89171,0.92329,0.97758,0.89876,0.32416,0.30574,0.78617,0.00956044,0.00956044,0.00956044
446,393.852,0.40658,0.33633,0.82568,0.91376,0.91915,0.97825,0.89578,0.34101,0.30275,0.7887,0.00955945,0.00955945,0.00955945
447,428.318,0.41844,0.35358,0.82856,0.94292,0.91505,0.98138,0.90625,0.32734,0.30235,0.78594,0.00955846,0.00955846,0.00955846
448,485.169,0.42611,0.36679,0.83573,0.89323,0.95401,0.9809,0.90451,0.32848,0.30114,0.78642,0.00955747,0.00955747,0.00955747
449,521.261,0.3986,0.34284,0.82032,0.93336,0.93069,0.97988,0.89959,0.33861,0.3062,0.78925,0.00955648,0.00955648,0.00955648
438,37.4793,0.4022,0.35765,0.82149,0.8854,0.93318,0.99075,0.90782,0.3386,0.31495,0.7884,0.00956737,0.00956737,0.00956737
439,71.3245,0.41345,0.35624,0.83143,0.90848,0.93091,0.9846,0.89349,0.34808,0.31097,0.79051,0.00956638,0.00956638,0.00956638
440,102.636,0.42119,0.34659,0.82838,0.89306,0.94497,0.98472,0.87184,0.33763,0.30352,0.78707,0.00956539,0.00956539,0.00956539
441,129.381,0.42317,0.36204,0.8261,0.85294,0.98091,0.98638,0.88585,0.33384,0.29979,0.78617,0.0095644,0.0095644,0.0095644
442,156.278,0.43441,0.35878,0.82049,0.92612,0.93533,0.98465,0.88718,0.34723,0.30436,0.79085,0.00956341,0.00956341,0.00956341
443,186.781,0.42577,0.34133,0.82443,0.8932,0.96286,0.98611,0.89857,0.33986,0.30523,0.78996,0.00956242,0.00956242,0.00956242
444,215.161,0.42033,0.3527,0.81906,0.85087,0.96138,0.98604,0.90433,0.33459,0.30539,0.78837,0.00956143,0.00956143,0.00956143
445,243.045,0.41784,0.35699,0.82488,0.89171,0.92329,0.97758,0.89876,0.32416,0.30574,0.78617,0.00956044,0.00956044,0.00956044
446,270.522,0.40658,0.33633,0.82568,0.91376,0.91915,0.97825,0.89578,0.34101,0.30275,0.7887,0.00955945,0.00955945,0.00955945
447,299.882,0.41844,0.35358,0.82856,0.94292,0.91505,0.98138,0.90625,0.32734,0.30235,0.78594,0.00955846,0.00955846,0.00955846
448,329.456,0.42611,0.36679,0.83573,0.89323,0.95401,0.9809,0.90451,0.32848,0.30114,0.78642,0.00955747,0.00955747,0.00955747
449,356.85,0.3986,0.34284,0.82032,0.93336,0.93069,0.97988,0.89959,0.33861,0.3062,0.78925,0.00955648,0.00955648,0.00955648
450,388.368,0.38991,0.34075,0.8342,0.89304,0.95421,0.98602,0.90305,0.3399,0.30601,0.79102,0.00955549,0.00955549,0.00955549
451,419.658,0.41516,0.37603,0.82724,0.91242,0.94668,0.98598,0.90256,0.33944,0.31166,0.78971,0.0095545,0.0095545,0.0095545
452,483.283,0.38686,0.35284,0.8224,0.87701,0.95688,0.98591,0.8991,0.33607,0.3122,0.78761,0.00955351,0.00955351,0.00955351
453,521.504,0.40926,0.35967,0.81709,0.89509,0.95654,0.99072,0.90512,0.33075,0.30557,0.78563,0.00955252,0.00955252,0.00955252
454,552.899,0.41349,0.35763,0.82558,0.9369,0.94142,0.99029,0.90154,0.32655,0.30254,0.78542,0.00955153,0.00955153,0.00955153
455,611.817,0.4035,0.35374,0.82706,0.93192,0.94,0.98671,0.9001,0.33674,0.30726,0.78813,0.00955054,0.00955054,0.00955054
456,662.574,0.40668,0.35317,0.82405,0.90352,0.94643,0.98601,0.91537,0.31813,0.3013,0.78431,0.00954955,0.00954955,0.00954955
457,703.05,0.40252,0.35331,0.81829,0.88721,0.95649,0.98605,0.91352,0.3135,0.30111,0.78243,0.00954856,0.00954856,0.00954856
458,735.171,0.41182,0.349,0.83034,0.81861,0.98084,0.98599,0.90484,0.33113,0.30405,0.78596,0.00954757,0.00954757,0.00954757
459,765.609,0.40942,0.35263,0.82852,0.95565,0.88684,0.98628,0.90848,0.32115,0.30295,0.78446,0.00954658,0.00954658,0.00954658
460,835.23,0.41145,0.36398,0.82229,0.91482,0.9309,0.98612,0.91057,0.31923,0.30081,0.78444,0.00954559,0.00954559,0.00954559
461,883.18,0.4039,0.35119,0.83651,0.92343,0.95359,0.98619,0.91276,0.31309,0.29839,0.7835,0.0095446,0.0095446,0.0095446
462,930.548,0.40554,0.34481,0.83335,0.90779,0.93939,0.98611,0.90437,0.3108,0.30083,0.78393,0.00954361,0.00954361,0.00954361
463,975.509,0.39409,0.34265,0.83047,0.90956,0.95539,0.98605,0.91179,0.31553,0.29662,0.78556,0.00954262,0.00954262,0.00954262
464,1028.21,0.4,0.32996,0.81787,0.92783,0.9228,0.98629,0.90921,0.31646,0.2997,0.78592,0.00954163,0.00954163,0.00954163
465,1066.63,0.42297,0.35305,0.82506,0.89642,0.92649,0.99098,0.90681,0.33026,0.30225,0.78862,0.00954064,0.00954064,0.00954064
466,1129.66,0.41073,0.35684,0.82401,0.90077,0.94644,0.98635,0.91202,0.32201,0.30078,0.78646,0.00953965,0.00953965,0.00953965
467,1184.76,0.41088,0.33834,0.83121,0.9198,0.92471,0.991,0.91891,0.32743,0.29559,0.78669,0.00953866,0.00953866,0.00953866
468,1218.26,0.41672,0.34602,0.82023,0.85105,0.97304,0.98636,0.91638,0.33074,0.294,0.78705,0.00953767,0.00953767,0.00953767
469,1264.03,0.4096,0.33812,0.82961,0.89593,0.95793,0.98638,0.916,0.32289,0.28933,0.78467,0.00953668,0.00953668,0.00953668
470,1317.31,0.42583,0.33852,0.82503,0.87103,0.95812,0.99095,0.91556,0.313,0.28751,0.78339,0.00953569,0.00953569,0.00953569
471,1359.58,0.39963,0.34255,0.82155,0.9084,0.94552,0.9909,0.91003,0.31235,0.28099,0.7815,0.0095347,0.0095347,0.0095347
472,1419.21,0.39517,0.33118,0.82097,0.91549,0.95783,0.99086,0.92,0.31073,0.2814,0.78255,0.00953371,0.00953371,0.00953371
473,1483.9,0.40988,0.34142,0.82388,0.91101,0.97259,0.99076,0.91099,0.31738,0.28573,0.78335,0.00953272,0.00953272,0.00953272
474,1547.54,0.40591,0.33641,0.82668,0.88195,0.99193,0.99103,0.91221,0.31699,0.28942,0.78335,0.00953173,0.00953173,0.00953173
475,1609.07,0.41793,0.35061,0.83124,0.88306,0.97379,0.99116,0.91532,0.31669,0.29229,0.78282,0.00953074,0.00953074,0.00953074
476,1667.31,0.41427,0.34922,0.81372,0.85246,0.96167,0.98659,0.89862,0.32438,0.29155,0.78515,0.00952975,0.00952975,0.00952975
477,1734.33,0.40262,0.33858,0.82289,0.88523,0.9276,0.98157,0.89659,0.31934,0.2879,0.78471,0.00952876,0.00952876,0.00952876
478,1787.7,0.40421,0.34391,0.83057,0.92383,0.90967,0.98151,0.91039,0.30356,0.28069,0.78277,0.00952777,0.00952777,0.00952777
479,1863.44,0.38916,0.32946,0.82227,0.93027,0.90966,0.98148,0.916,0.29847,0.27939,0.78087,0.00952678,0.00952678,0.00952678
480,1908.83,0.39975,0.33908,0.82093,0.93518,0.93758,0.98145,0.91042,0.30038,0.28049,0.78008,0.00952579,0.00952579,0.00952579
481,1971.75,0.40163,0.35322,0.83779,0.93976,0.94507,0.98147,0.91387,0.29788,0.27922,0.77943,0.0095248,0.0095248,0.0095248
482,2036.78,0.41252,0.36215,0.82625,0.92915,0.94834,0.99092,0.92484,0.30052,0.28323,0.78142,0.00952381,0.00952381,0.00952381
483,2073.76,0.41438,0.33778,0.83339,0.91724,0.93883,0.99084,0.92303,0.30071,0.2826,0.7831,0.00952282,0.00952282,0.00952282
484,2114.32,0.40991,0.3399,0.82812,0.88355,0.93902,0.98613,0.91051,0.30049,0.29561,0.78267,0.00952183,0.00952183,0.00952183
485,2165.69,0.4181,0.35395,0.83863,0.90462,0.93902,0.98149,0.91273,0.29944,0.29087,0.78198,0.00952084,0.00952084,0.00952084
486,2208.75,0.40607,0.35457,0.82575,0.85647,0.94882,0.98153,0.90339,0.30619,0.28828,0.78322,0.00951985,0.00951985,0.00951985
487,2256.72,0.41202,0.35794,0.83094,0.85746,0.92662,0.97463,0.89581,0.32324,0.29329,0.78695,0.00951886,0.00951886,0.00951886
488,2292.1,0.39101,0.35099,0.82611,0.85993,0.92051,0.98174,0.90174,0.33092,0.29196,0.79079,0.00951787,0.00951787,0.00951787
489,2389.67,0.41035,0.34916,0.82657,0.78148,0.96676,0.98181,0.89516,0.33418,0.29242,0.7919,0.00951688,0.00951688,0.00951688
490,2435.19,0.40788,0.34477,0.82502,0.85456,0.93847,0.98643,0.90597,0.32351,0.28786,0.78733,0.00951589,0.00951589,0.00951589
491,2473.56,0.41656,0.3509,0.82852,0.8617,0.94499,0.99103,0.91608,0.30922,0.28238,0.78536,0.0095149,0.0095149,0.0095149
492,2552.53,0.39596,0.35219,0.82106,0.86661,0.94835,0.99194,0.90769,0.32223,0.29447,0.78773,0.00951391,0.00951391,0.00951391
493,2617.52,0.4178,0.35239,0.83814,0.91832,0.92579,0.99087,0.91117,0.31674,0.28583,0.78678,0.00951292,0.00951292,0.00951292
494,2665.6,0.41807,0.34951,0.82817,0.89102,0.92423,0.9908,0.89879,0.31731,0.2842,0.78733,0.00951193,0.00951193,0.00951193
495,2750.16,0.42232,0.34973,0.82697,0.95948,0.86581,0.98143,0.89749,0.31822,0.28902,0.78676,0.00951094,0.00951094,0.00951094
496,2790.81,0.40736,0.34448,0.82292,0.93082,0.88468,0.97216,0.89126,0.31467,0.28882,0.78418,0.00950995,0.00950995,0.00950995
497,2826.36,0.42873,0.36691,0.823,0.93962,0.86978,0.97526,0.8855,0.32061,0.29569,0.78536,0.00950896,0.00950896,0.00950896
498,2860.56,0.40521,0.34077,0.82842,0.86688,0.94479,0.99085,0.91325,0.32039,0.29185,0.7841,0.00950797,0.00950797,0.00950797
499,2909.58,0.40487,0.35086,0.83515,0.90234,0.95397,0.99087,0.91574,0.30919,0.28797,0.7819,0.00950698,0.00950698,0.00950698
500,2979.35,0.41173,0.37141,0.82904,0.8985,0.91935,0.9754,0.89145,0.31607,0.29061,0.78306,0.00950599,0.00950599,0.00950599
501,3040.11,0.42561,0.35139,0.8223,0.91857,0.90006,0.98005,0.89953,0.30945,0.28423,0.78176,0.009505,0.009505,0.009505
502,3074.26,0.40472,0.35474,0.82994,0.87698,0.93745,0.98166,0.90629,0.30227,0.28439,0.77986,0.00950401,0.00950401,0.00950401
503,3108.86,0.39975,0.34421,0.82231,0.88991,0.9285,0.98636,0.90915,0.30542,0.28584,0.78084,0.00950302,0.00950302,0.00950302
504,3181.8,0.41223,0.37273,0.83049,0.84388,0.94845,0.9848,0.90622,0.3218,0.29276,0.78392,0.00950203,0.00950203,0.00950203
505,3250.14,0.42054,0.34507,0.82956,0.90722,0.92613,0.99093,0.91381,0.32428,0.28733,0.78587,0.00950104,0.00950104,0.00950104
506,3319.98,0.41943,0.36082,0.83652,0.92721,0.95281,0.99046,0.91491,0.30961,0.27884,0.78169,0.00950005,0.00950005,0.00950005
507,3371.82,0.42226,0.34811,0.83027,0.92725,0.96023,0.99046,0.9167,0.31321,0.28255,0.78189,0.00949906,0.00949906,0.00949906
508,3408.4,0.42102,0.35151,0.83663,0.87356,0.98618,0.99043,0.92365,0.31577,0.27732,0.78513,0.00949807,0.00949807,0.00949807
509,3442.35,0.41914,0.348,0.83808,0.89608,0.95495,0.99093,0.91832,0.31796,0.27726,0.78475,0.00949708,0.00949708,0.00949708
510,3476.64,0.42359,0.36014,0.84254,0.83648,0.96381,0.99085,0.91142,0.33086,0.29013,0.79041,0.00949609,0.00949609,0.00949609
511,3515.42,0.41727,0.37568,0.8319,0.87201,0.95416,0.99077,0.90975,0.32835,0.29704,0.78886,0.0094951,0.0094951,0.0094951
512,3553.61,0.41379,0.38272,0.83245,0.83117,0.97451,0.9903,0.91669,0.32333,0.2927,0.78649,0.00949411,0.00949411,0.00949411
513,3589.45,0.41567,0.37007,0.83394,0.86823,0.92746,0.99039,0.90638,0.33484,0.29809,0.78906,0.00949312,0.00949312,0.00949312
514,3680.59,0.41885,0.35354,0.82623,0.8929,0.92655,0.98612,0.89774,0.32601,0.29132,0.78912,0.00949213,0.00949213,0.00949213
515,3769.75,0.4374,0.36992,0.83045,0.88151,0.93707,0.98608,0.89813,0.3208,0.28889,0.78806,0.00949114,0.00949114,0.00949114
516,3811.07,0.41555,0.35888,0.83319,0.94034,0.88896,0.99138,0.91573,0.3152,0.28568,0.7854,0.00949015,0.00949015,0.00949015
517,3853.59,0.4085,0.37494,0.8374,0.88768,0.93661,0.99136,0.92009,0.30904,0.28129,0.78351,0.00948916,0.00948916,0.00948916
518,3930.43,0.39724,0.36007,0.82954,0.86163,0.95964,0.99076,0.91881,0.31394,0.29075,0.78447,0.00948817,0.00948817,0.00948817
519,4001.85,0.41808,0.37668,0.82254,0.86241,0.97618,0.99115,0.92295,0.31487,0.29512,0.78392,0.00948718,0.00948718,0.00948718
520,4055.6,0.41943,0.3766,0.8337,0.93919,0.88099,0.98095,0.90862,0.32224,0.29563,0.78697,0.00948619,0.00948619,0.00948619
521,4124,0.41736,0.36467,0.82635,0.89731,0.89398,0.98088,0.90889,0.32283,0.29878,0.78708,0.0094852,0.0094852,0.0094852
522,4167.44,0.42285,0.34468,0.83951,0.85632,0.96102,0.98605,0.90828,0.3189,0.28542,0.78529,0.00948421,0.00948421,0.00948421
523,4254.14,0.40591,0.33272,0.82634,0.89389,0.95863,0.99068,0.90839,0.31981,0.2785,0.78583,0.00948322,0.00948322,0.00948322
524,4292.77,0.41445,0.3501,0.8304,0.87259,0.96653,0.99069,0.91832,0.3079,0.27408,0.78332,0.00948223,0.00948223,0.00948223
525,4335.1,0.41917,0.35521,0.834,0.8817,0.9722,0.9907,0.90927,0.31471,0.28083,0.78422,0.00948124,0.00948124,0.00948124
526,4370.57,0.4038,0.35645,0.82884,0.87399,0.97081,0.99027,0.90516,0.31957,0.28336,0.78507,0.00948025,0.00948025,0.00948025
527,4405.98,0.43162,0.37071,0.82582,0.86855,0.97177,0.99075,0.91008,0.31946,0.28758,0.78638,0.00947926,0.00947926,0.00947926
528,4491.53,0.42358,0.36774,0.83686,0.91597,0.97022,0.99085,0.90772,0.32058,0.28461,0.78619,0.00947827,0.00947827,0.00947827
529,4565.99,0.42763,0.35177,0.82775,0.91011,0.96175,0.99107,0.90526,0.31548,0.27808,0.78404,0.00947728,0.00947728,0.00947728
530,4623.39,0.41951,0.35313,0.83935,0.91244,0.95616,0.9931,0.90246,0.32427,0.28009,0.78519,0.00947629,0.00947629,0.00947629
531,4683.16,0.4268,0.37215,0.83241,0.88748,0.94502,0.99208,0.90175,0.32479,0.29193,0.78443,0.0094753,0.0094753,0.0094753
532,4750.85,0.42433,0.38938,0.83698,0.84985,0.96382,0.99101,0.91482,0.31408,0.28668,0.78221,0.00947431,0.00947431,0.00947431
533,4812.6,0.4293,0.38055,0.83668,0.8666,0.98075,0.99089,0.91048,0.30854,0.2808,0.78086,0.00947332,0.00947332,0.00947332
534,4883.39,0.39879,0.36933,0.83226,0.89077,0.9425,0.99003,0.91203,0.3196,0.29244,0.7824,0.00947233,0.00947233,0.00947233
535,4957.11,0.4365,0.3833,0.83499,0.8996,0.95926,0.99079,0.91368,0.31747,0.29118,0.78115,0.00947134,0.00947134,0.00947134
536,5019.74,0.4148,0.35274,0.83528,0.85572,0.97609,0.98616,0.9003,0.3348,0.29153,0.78813,0.00947035,0.00947035,0.00947035
537,5100.98,0.43635,0.36434,0.83608,0.86859,0.96347,0.97694,0.89462,0.32829,0.28959,0.78693,0.00946936,0.00946936,0.00946936
538,5166.21,0.44191,0.3939,0.8441,0.86439,0.94828,0.9769,0.89565,0.31689,0.28683,0.78675,0.00946837,0.00946837,0.00946837
539,5251.3,0.42385,0.36025,0.82587,0.86002,0.95367,0.97685,0.89553,0.31987,0.28446,0.7856,0.00946738,0.00946738,0.00946738
540,5387.35,0.43439,0.36979,0.84184,0.89658,0.91707,0.98624,0.90491,0.31505,0.27719,0.78556,0.00946639,0.00946639,0.00946639
541,5498.12,0.42524,0.34918,0.83168,0.92464,0.89249,0.98598,0.90517,0.31239,0.27526,0.78401,0.0094654,0.0094654,0.0094654
542,5617.38,0.4103,0.34183,0.8371,0.92721,0.90896,0.98605,0.90835,0.30761,0.27141,0.78316,0.00946441,0.00946441,0.00946441
543,5739.15,0.42712,0.35887,0.83728,0.9073,0.93316,0.98631,0.90627,0.31006,0.27517,0.78214,0.00946342,0.00946342,0.00946342
544,5858.34,0.42361,0.36142,0.82023,0.87611,0.94308,0.98641,0.91233,0.32086,0.28313,0.7826,0.00946243,0.00946243,0.00946243
545,5979.02,0.41234,0.35106,0.83364,0.89738,0.9393,0.9858,0.91442,0.31175,0.27769,0.78196,0.00946144,0.00946144,0.00946144
546,6106.62,0.41704,0.37202,0.82839,0.90325,0.90389,0.9842,0.8979,0.31877,0.28193,0.78577,0.00946045,0.00946045,0.00946045
547,6226.15,0.43647,0.3731,0.83836,0.83608,0.95078,0.98358,0.88186,0.32362,0.28365,0.78731,0.00945946,0.00945946,0.00945946
548,6341.12,0.41588,0.3625,0.83749,0.91752,0.89303,0.97638,0.90039,0.31011,0.2794,0.78262,0.00945847,0.00945847,0.00945847
549,6450.7,0.42222,0.36335,0.82684,0.93117,0.90363,0.97658,0.90252,0.31898,0.28399,0.78418,0.00945748,0.00945748,0.00945748
550,6595.93,0.42145,0.36351,0.84059,0.91928,0.8945,0.97674,0.8913,0.31451,0.28391,0.78449,0.00945649,0.00945649,0.00945649
551,6722.04,0.42408,0.37483,0.83981,0.89477,0.91939,0.97678,0.89687,0.31894,0.28216,0.78586,0.0094555,0.0094555,0.0094555
552,6881.28,0.42737,0.35035,0.82867,0.86427,0.94091,0.98065,0.88725,0.32672,0.28838,0.78932,0.00945451,0.00945451,0.00945451
553,7002.78,0.42673,0.35551,0.83495,0.84609,0.96372,0.97676,0.89339,0.31544,0.27983,0.78625,0.00945352,0.00945352,0.00945352
554,7134.09,0.41691,0.3464,0.83083,0.90223,0.95549,0.98141,0.90214,0.31303,0.27168,0.78465,0.00945253,0.00945253,0.00945253
555,7258.52,0.42798,0.35155,0.82994,0.8738,0.97186,0.98613,0.90849,0.30683,0.26553,0.78321,0.00945154,0.00945154,0.00945154
556,7374.38,0.43214,0.35597,0.83283,0.87568,0.97098,0.99084,0.91667,0.30368,0.26429,0.78095,0.00945055,0.00945055,0.00945055
557,7497.64,0.42547,0.34998,0.83083,0.89161,0.96383,0.98569,0.91713,0.2992,0.26749,0.77944,0.00944956,0.00944956,0.00944956
558,7600.64,0.41946,0.34981,0.8315,0.88039,0.94018,0.98293,0.91437,0.30226,0.27525,0.78022,0.00944857,0.00944857,0.00944857
559,7717.96,0.40798,0.33317,0.80009,0.86001,0.95616,0.97921,0.91105,0.29969,0.27033,0.77953,0.00944758,0.00944758,0.00944758
560,7837.43,0.41908,0.34213,0.83311,0.82866,0.99369,0.9856,0.91739,0.29755,0.26321,0.77915,0.00944659,0.00944659,0.00944659
561,7947.54,0.42197,0.35676,0.83243,0.89228,0.96465,0.98614,0.9189,0.30029,0.26308,0.77907,0.0094456,0.0094456,0.0094456
562,8070.71,0.41481,0.35653,0.83852,0.84486,0.99371,0.9816,0.90911,0.31089,0.27219,0.78378,0.00944461,0.00944461,0.00944461
563,8165.6,0.42097,0.36118,0.8311,0.85059,0.99318,0.98619,0.90988,0.32137,0.275,0.78517,0.00944362,0.00944362,0.00944362
564,8290.13,0.42255,0.35045,0.82651,0.92426,0.95174,0.98612,0.91107,0.30428,0.26874,0.78043,0.00944263,0.00944263,0.00944263
